Step Time Temp
965.0 96.5 382.62332 
966.0 96.6 381.00257 
967.0 96.7 379.41305 
968.0 96.8 377.85707 
969.0 96.9 376.33514 
970.0 97.0 374.84564 
971.0 97.1 373.38451 
972.0 97.2 371.9449 
973.0 97.3 370.51697 
974.0 97.4 369.08795 
975.0 97.5 367.64283 
976.0 97.6 366.1659 
977.0 97.7 364.64317 
978.0 97.8 363.0654 
979.0 97.9 361.43078 
980.0 98.0 359.7464 
981.0 98.1 358.02821 
982.0 98.2 356.29928 
983.0 98.3 354.58715 
984.0 98.4 352.9209 
985.0 98.5 351.32821 
986.0 98.6 349.83303 
987.0 98.7 348.45416 
988.0 98.8 347.20464 
989.0 98.9 346.0917 
990.0 99.0 345.11661 
991.0 99.1 344.27436 
992.0 99.2 343.55315 
993.0 99.3 342.90419 
994.0 99.4 342.32527 
995.0 99.5 341.84345 
996.0 99.6 341.43031 
997.0 99.7 341.06617 
998.0 99.8 340.73751 
999.0 99.9 340.43391 
1000.0 100.0 340.14493 
1001.0 100.1 342.58295 
