a1 a2 energy
29.132015 29.132017 -0.43356729 
29.14839 29.148392 -0.42766972 
29.164766 29.164768 -0.42182794 
29.181141 29.181143 -0.41604185 
29.197517 29.197519 -0.41031134 
29.213892 29.213894 -0.4046363 
29.230268 29.23027 -0.39901659 
29.246643 29.246645 -0.39345211 
29.263019 29.263021 -0.38794271 
29.279394 29.279396 -0.38248825 
29.29577 29.295772 -0.37708859 
29.312145 29.312147 -0.37174359 
29.32852 29.328523 -0.36645307 
29.344896 29.344898 -0.36121689 
29.361272 29.361274 -0.35603488 
29.377647 29.377649 -0.35090685 
29.394023 29.394025 -0.34583265 
29.410398 29.4104 -0.34081207 
29.426773 29.426776 -0.33584494 
29.443149 29.443151 -0.33093106 
29.459525 29.459527 -0.32607023 
29.4759 29.475902 -0.32126225 
29.492276 29.492278 -0.31650691 
29.508651 29.508653 -0.311804 
29.525026 29.525029 -0.30715329 
29.541402 29.541404 -0.30255458 
29.557778 29.55778 -0.29800763 
29.574153 29.574155 -0.29351221 
29.590529 29.590531 -0.28906809 
29.606904 29.606906 -0.28467502 
29.623279 29.623282 -0.28033276 
29.639655 29.639657 -0.27604107 
29.65603 29.656033 -0.27179969 
29.672406 29.672408 -0.26760836 
29.688782 29.688784 -0.26346683 
29.705157 29.705159 -0.25937484 
29.721532 29.721535 -0.2553321 
29.737908 29.73791 -0.25133837 
29.754283 29.754286 -0.24739335 
29.770659 29.770661 -0.24349677 
29.787035 29.787037 -0.23964836 
29.80341 29.803412 -0.23584782 
29.819785 29.819788 -0.23209487 
29.836161 29.836163 -0.22838922 
29.852536 29.852539 -0.22473057 
29.868912 29.868914 -0.22111863 
29.885288 29.88529 -0.2175531 
29.901663 29.901665 -0.21403368 
29.918038 29.918041 -0.21056007 
29.934414 29.934416 -0.20713194 
29.950789 29.950792 -0.203749 
29.967165 29.967167 -0.20041094 
29.983541 29.983543 -0.19711743 
29.999916 29.999918 -0.19386817 
30.016291 30.016294 -0.19066283 
30.032667 30.032669 -0.1875011 
30.049042 30.049045 -0.18438264 
30.065418 30.06542 -0.18130714 
30.081793 30.081796 -0.17827427 
30.098169 30.098171 -0.1752837 
30.114544 30.114547 -0.1723351 
30.13092 30.130922 -0.16942814 
30.147295 30.147298 -0.16656249 
30.163671 30.163673 -0.16373781 
30.180046 30.180049 -0.16095377 
30.196422 30.196424 -0.15821002 
30.212797 30.2128 -0.15550624 
30.229173 30.229175 -0.15284209 
30.245548 30.245551 -0.15021721 
30.261924 30.261926 -0.14763128 
30.278299 30.278302 -0.14508395 
30.294675 30.294677 -0.14257488 
30.31105 30.311053 -0.14010372 
30.327426 30.327428 -0.13767014 
30.343801 30.343804 -0.13527378 
30.360177 30.360179 -0.1329143 
30.376552 30.376555 -0.13059136 
30.392928 30.39293 -0.1283046 
30.409303 30.409306 -0.1260537 
30.425679 30.425681 -0.12383829 
30.442054 30.442057 -0.12165803 
30.45843 30.458432 -0.11951258 
30.474805 30.474808 -0.11740159 
30.491181 30.491183 -0.11532472 
30.507556 30.507559 -0.11328161 
30.523932 30.523934 -0.11127192 
30.540307 30.54031 -0.10929531 
30.556683 30.556685 -0.10735142 
30.573058 30.573061 -0.10543993 
30.589434 30.589436 -0.10356048 
30.605809 30.605812 -0.10171272 
30.622185 30.622187 -0.099896319 
30.63856 30.638563 -0.098110929 
30.654936 30.654938 -0.096356209 
30.671311 30.671314 -0.094631818 
30.687687 30.687689 -0.092937415 
30.704062 30.704065 -0.091272661 
30.720438 30.72044 -0.089637216 
30.736813 30.736816 -0.088030745 
30.753189 30.753191 -0.086452909 
30.769564 30.769567 -0.084903373 
30.78594 30.785942 -0.083381804 
30.802315 30.802318 -0.081887867 
30.818691 30.818693 -0.080421231 
30.835066 30.835069 -0.078981565 
30.851442 30.851444 -0.077568539 
30.867817 30.86782 -0.076181825 
30.884193 30.884195 -0.074821098 
30.900568 30.900571 -0.073486031 
30.916944 30.916946 -0.072176301 
30.933319 30.933322 -0.070891585 
30.949695 30.949697 -0.069631564 
30.96607 30.966073 -0.068395918 
30.982446 30.982448 -0.067184329 
30.998821 30.998824 -0.065996483 
31.015197 31.015199 -0.064832065 
31.031572 31.031575 -0.063690762 
31.047948 31.04795 -0.062572266 
31.064323 31.064326 -0.061476266 
31.080699 31.080701 -0.060402457 
31.097074 31.097077 -0.059350534 
31.11345 31.113452 -0.058320194 
31.129825 31.129828 -0.057311135 
31.146201 31.146203 -0.05632306 
31.162576 31.162579 -0.055355671 
31.178952 31.178954 -0.054408673 
31.195327 31.19533 -0.053481958 
31.211703 31.211705 -0.052574847 
31.228078 31.228081 -0.051687257 
31.244454 31.244456 -0.050818902 
31.260829 31.260832 -0.049969497 
31.277205 31.277207 -0.04913876 
31.29358 31.293583 -0.048326411 
31.309956 31.309958 -0.047532172 
31.326331 31.326334 -0.046755769 
31.342707 31.342709 -0.045996927 
31.359082 31.359085 -0.045255376 
31.375458 31.37546 -0.044530847 
31.391833 31.391836 -0.043823074 
31.408209 31.408211 -0.043131794 
31.424584 31.424587 -0.042456743 
31.44096 31.440962 -0.041797664 
31.457335 31.457338 -0.041154299 
31.473711 31.473713 -0.040526394 
31.490086 31.490089 -0.039913696 
31.506462 31.506464 -0.039315957 
31.522837 31.52284 -0.038732928 
31.539213 31.539215 -0.038164365 
31.555588 31.555591 -0.037610025 
31.571964 31.571966 -0.037069669 
31.58834 31.588342 -0.036543059 
31.604715 31.604717 -0.036029959 
31.62109 31.621093 -0.035530138 
31.637466 31.637468 -0.035043364 
31.653841 31.653844 -0.034569411 
31.670217 31.670219 -0.034108052 
31.686592 31.686595 -0.033659066 
31.702968 31.70297 -0.033222231 
31.719343 31.719346 -0.03279733 
31.735719 31.735721 -0.032384147 
31.752094 31.752097 -0.031982469 
31.76847 31.768472 -0.031592087 
31.784845 31.784848 -0.031212791 
31.801221 31.801223 -0.030844376 
31.817596 31.817599 -0.030486639 
31.833972 31.833974 -0.03013938 
31.850347 31.85035 -0.0298024 
31.866723 31.866725 -0.029475503 
31.883098 31.883101 -0.029158495 
31.899474 31.899476 -0.028851187 
31.915849 31.915852 -0.02855339 
31.932225 31.932227 -0.028264916 
31.9486 31.948603 -0.027985583 
31.964976 31.964978 -0.02771521 
31.981352 31.981354 -0.027453617 
31.997727 31.997729 -0.027200628 
32.014102 32.014105 -0.026956068 
32.030478 32.03048 -0.026719767 
32.046854 32.046856 -0.026491554 
32.063229 32.063231 -0.026271262 
32.079605 32.079607 -0.026058727 
32.09598 32.095982 -0.025853786 
32.112355 32.112358 -0.02565628 
32.128731 32.128733 -0.02546605 
32.145107 32.145109 -0.025488155 
32.161482 32.161484 -0.02564943 
32.177858 32.17786 -0.025809582 
32.194233 32.194235 -0.025968619 
32.210608 32.210611 -0.026126547 
32.226984 32.226986 -0.026283372 
32.24336 32.243362 -0.0264391 
32.259735 32.259737 -0.026593739 
32.276111 32.276113 -0.026747294 
32.292486 32.292488 -0.026899772 
32.308861 32.308864 -0.02705118 
32.325237 32.325239 -0.027201523 
32.341613 32.341615 -0.027350807 
32.357988 32.35799 -0.02749904 
32.374364 32.374366 -0.027646227 
32.390739 32.390741 -0.027792375 
32.407114 32.407117 -0.027937489 
32.42349 32.423492 -0.028081576 
32.439866 32.439868 -0.028224641 
32.456241 32.456243 -0.028366692 
32.472617 32.472619 -0.028507733 
32.488992 32.488994 -0.028647771 
32.505367 32.50537 -0.028786811 
32.521743 32.521745 -0.02892486 
32.538119 32.538121 -0.029061924 
32.554494 32.554496 -0.029198008 
32.57087 32.570872 -0.029333118 
32.587245 32.587247 -0.02946726 
32.60362 32.603623 -0.02960044 
32.619996 32.619998 -0.029732662 
32.636372 32.636374 -0.029863934 
32.652747 32.652749 -0.029994261 
32.669123 32.669125 -0.030123648 
32.685498 32.6855 -0.030252101 
32.701873 32.701876 -0.030379625 
32.718249 32.718251 -0.030506227 
32.734625 32.734627 -0.03063191 
32.751 32.751002 -0.030756682 
32.767375 32.767378 -0.030880548 
32.783751 32.783753 -0.031003512 
32.800126 32.800129 -0.03112558 
32.816502 32.816504 -0.031246758 
32.832878 32.83288 -0.03136705 
32.849253 32.849255 -0.031486463 
32.865628 32.865631 -0.031605001 
32.882004 32.882006 -0.03172267 
32.898379 32.898382 -0.031839475 
32.914755 32.914757 -0.031955421 
32.931131 32.931133 -0.032070513 
32.947506 32.947508 -0.032184757 
32.963881 32.963884 -0.032298157 
32.980257 32.980259 -0.032410718 
32.996632 32.996635 -0.032522446 
33.013008 33.01301 -0.032633345 
33.029384 33.029386 -0.032743421 
33.045759 33.045761 -0.032852679 
33.062134 33.062137 -0.032961122 
33.07851 33.078512 -0.033068758 
33.094885 33.094888 -0.033175589 
33.111261 33.111263 -0.033281621 
33.127637 33.127639 -0.033386859 
33.144012 33.144014 -0.033491308 
33.160387 33.16039 -0.033594973 
33.176763 33.176765 -0.033697857 
33.193138 33.193141 -0.033799966 
33.209514 33.209516 -0.033901305 
33.22589 33.225892 -0.034001878 
33.242265 33.242267 -0.03410169 
33.25864 33.258643 -0.034200746 
33.275016 33.275018 -0.034299049 
33.291391 33.291394 -0.034396606 
33.307767 33.307769 -0.034493419 
33.324143 33.324145 -0.034589494 
33.340518 33.34052 -0.034684835 
33.356893 33.356896 -0.034779447 
33.373269 33.373271 -0.034873334 
33.389644 33.389647 -0.0349665 
33.40602 33.406022 -0.035058951 
33.422396 33.422398 -0.035150689 
33.438771 33.438773 -0.03524172 
33.455146 33.455149 -0.035332048 
33.471522 33.471524 -0.035421677 
33.487897 33.4879 -0.035510612 
33.504273 33.504275 -0.035598857 
33.520649 33.520651 -0.035686415 
33.537024 33.537026 -0.035773291 
33.553399 33.553402 -0.03585949 
33.569775 33.569777 -0.035945015 
33.58615 33.586153 -0.036029871 
33.602526 33.602528 -0.036114062 
33.618901 33.618904 -0.036197591 
33.635277 33.635279 -0.036280463 
33.651652 33.651655 -0.036362682 
33.668028 33.66803 -0.036444252 
33.684403 33.684406 -0.036525177 
33.700779 33.700781 -0.03660546 
33.717154 33.717157 -0.036685107 
33.73353 33.733532 -0.03676412 
33.749905 33.749908 -0.036842504 
33.766281 33.766283 -0.036920262 
33.782656 33.782659 -0.036997399 
33.799032 33.799034 -0.037073918 
33.815407 33.81541 -0.037149823 
33.831783 33.831785 -0.037225118 
33.848158 33.848161 -0.037299807 
33.864534 33.864536 -0.037373893 
33.880909 33.880912 -0.03744738 
33.897285 33.897287 -0.037520272 
33.91366 33.913663 -0.037592572 
33.930036 33.930038 -0.037664285 
33.946411 33.946414 -0.037735413 
33.962787 33.962789 -0.037805961 
33.979162 33.979165 -0.037875933 
33.995538 33.99554 -0.03794533 
34.011913 34.011916 -0.038014159 
34.028289 34.028291 -0.038082421 
34.044664 34.044667 -0.03815012 
34.06104 34.061042 -0.03821726 
34.077415 34.077418 -0.038283845 
34.093791 34.093793 -0.038349877 
34.110166 34.110169 -0.038415361 
34.126542 34.126544 -0.038480299 
34.142917 34.14292 -0.038544696 
34.159293 34.159295 -0.038608554 
34.175668 34.175671 -0.038671877 
34.192044 34.192046 -0.038734668 
34.208419 34.208422 -0.038796931 
34.224795 34.224797 -0.038858669 
34.24117 34.241173 -0.038919885 
34.257546 34.257548 -0.038980582 
34.273921 34.273924 -0.039040765 
34.290297 34.290299 -0.039100435 
34.306672 34.306675 -0.039159597 
34.323048 34.32305 -0.039218253 
34.339423 34.339426 -0.039276407 
34.355799 34.355801 -0.039334061 
34.372174 34.372177 -0.03939122 
34.38855 34.388552 -0.039447886 
34.404925 34.404928 -0.039504062 
34.421301 34.421303 -0.039559751 
34.437676 34.437679 -0.039614957 
34.454052 34.454054 -0.039669683 
34.470427 34.47043 -0.039723931 
34.486803 34.486805 -0.039777704 
34.503178 34.503181 -0.039831006 
34.519554 34.519556 -0.03988384 
34.53593 34.535932 -0.039936209 
34.552305 34.552307 -0.039988115 
34.56868 34.568683 -0.040039561 
34.585056 34.585058 -0.040090551 
34.601431 34.601434 -0.040141088 
34.617807 34.617809 -0.040191173 
34.634183 34.634185 -0.040240811 
34.650558 34.65056 -0.040290004 
34.666933 34.666936 -0.040338754 
34.683309 34.683311 -0.040387066 
34.699684 34.699687 -0.040434941 
34.71606 34.716062 -0.040482382 
34.732436 34.732438 -0.040529392 
34.748811 34.748813 -0.040575975 
34.765186 34.765189 -0.040622132 
34.781562 34.781564 -0.040667866 
34.797937 34.79794 -0.04071318 
34.814313 34.814315 -0.040758078 
34.830689 34.830691 -0.04080256 
34.847064 34.847066 -0.040846631 
34.863439 34.863442 -0.040890293 
34.879815 34.879817 -0.040933548 
34.89619 34.896193 -0.0409764 
34.912566 34.912568 -0.04101885 
34.928942 34.928944 -0.041060901 
34.945317 34.945319 -0.041102557 
34.961692 34.961695 -0.041143819 
34.978068 34.97807 -0.04118469 
34.994443 34.994446 -0.041225173 
35.010819 35.010821 -0.04126527 
35.027195 35.027197 -0.041304983 
35.04357 35.043572 -0.041344316 
35.059945 35.059948 -0.04138327 
35.076321 35.076323 -0.041421849 
35.092696 35.092699 -0.041460054 
35.109072 35.109074 -0.041497888 
35.125447 35.12545 -0.041535353 
35.141823 35.141825 -0.041572453 
35.158198 35.158201 -0.041609189 
35.174574 35.174576 -0.041645563 
35.190949 35.190952 -0.041681578 
35.207325 35.207327 -0.041717237 
35.2237 35.223703 -0.041752542 
35.240076 35.240078 -0.041787494 
35.256451 35.256454 -0.041822098 
35.272827 35.272829 -0.041856353 
35.289202 35.289205 -0.041890264 
35.305578 35.30558 -0.041923832 
35.321953 35.321956 -0.04195706 
35.338329 35.338331 -0.041989949 
35.354705 35.354707 -0.042022503 
35.37108 35.371082 -0.042054723 
35.387456 35.387458 -0.042086611 
35.403831 35.403833 -0.04211817 
35.420206 35.420209 -0.042149402 
35.436582 35.436584 -0.042180309 
35.452958 35.45296 -0.042210893 
35.469333 35.469336 -0.042241157 
35.485709 35.485711 -0.042271102 
35.502084 35.502087 -0.042300731 
35.518459 35.518462 -0.042330046 
35.534835 35.534838 -0.042359048 
35.551211 35.551213 -0.042387741 
35.567586 35.567589 -0.042416125 
35.583962 35.583964 -0.042444204 
35.600337 35.60034 -0.042471979 
35.616712 35.616715 -0.042499452 
35.633088 35.633091 -0.042526625 
35.649464 35.649466 -0.042553501 
35.665839 35.665842 -0.042580081 
35.682215 35.682217 -0.042606367 
35.69859 35.698593 -0.042632361 
35.714965 35.714968 -0.042658066 
35.731341 35.731344 -0.042683483 
35.747717 35.747719 -0.042708614 
35.764092 35.764095 -0.042733461 
35.780468 35.78047 -0.042758027 
35.796843 35.796846 -0.042782312 
35.813218 35.813221 -0.042806319 
35.829594 35.829597 -0.04283005 
35.84597 35.845972 -0.042853506 
35.862345 35.862348 -0.04287669 
35.878721 35.878723 -0.042899603 
35.895096 35.895099 -0.042922248 
35.911471 35.911474 -0.042944625 
35.927847 35.92785 -0.042966738 
35.944223 35.944225 -0.042988587 
35.960598 35.960601 -0.043010175 
35.976973 35.976976 -0.043031503 
35.993349 35.993352 -0.043052573 
36.009724 36.009727 -0.043073387 
36.0261 36.026103 -0.043093946 
36.042476 36.042478 -0.043114253 
36.058851 36.058854 -0.043134309 
36.075226 36.075229 -0.043154117 
36.091602 36.091605 -0.043173676 
36.107977 36.10798 -0.04319299 
36.124353 36.124356 -0.04321206 
36.140729 36.140731 -0.043230888 
36.157104 36.157107 -0.043249475 
36.173479 36.173482 -0.043267823 
36.189855 36.189858 -0.043285934 
36.20623 36.206233 -0.04330381 
36.222606 36.222609 -0.043321451 
36.238982 36.238984 -0.04333886 
36.255357 36.25536 -0.043356039 
36.271732 36.271735 -0.043372988 
36.288108 36.288111 -0.04338971 
36.304483 36.304486 -0.043406206 
36.320859 36.320862 -0.043422478 
36.337235 36.337237 -0.043438527 
36.35361 36.353613 -0.043454355 
36.369985 36.369988 -0.043469964 
36.386361 36.386364 -0.043485354 
36.402736 36.402739 -0.043500528 
36.419112 36.419115 -0.043515488 
36.435488 36.43549 -0.043530233 
36.451863 36.451866 -0.043544767 
36.468238 36.468241 -0.04355909 
36.484614 36.484617 -0.043573205 
36.500989 36.500992 -0.043587112 
36.517365 36.517368 -0.043600813 
36.533741 36.533743 -0.04361431 
36.550116 36.550119 -0.043627604 
36.566491 36.566494 -0.043640696 
36.582867 36.58287 -0.043653588 
36.599242 36.599245 -0.043666282 
36.615618 36.615621 -0.043678778 
36.631994 36.631996 -0.043691079 
36.648369 36.648372 -0.043703185 
36.664744 36.664747 -0.043715098 
36.68112 36.681123 -0.04372682 
36.697495 36.697498 -0.043738351 
36.713871 36.713874 -0.043749693 
36.730246 36.730249 -0.043760848 
36.746622 36.746625 -0.043771817 
36.762997 36.763 -0.043782602 
36.779373 36.779376 -0.043793202 
36.795748 36.795751 -0.043803621 
36.812124 36.812127 -0.043813859 
36.828499 36.828502 -0.043823918 
36.844875 36.844878 -0.043833798 
36.86125 36.861253 -0.043843502 
36.877626 36.877629 -0.04385303 
36.894001 36.894004 -0.043862384 
36.910377 36.91038 -0.043871565 
36.926752 36.926755 -0.043880575 
36.943128 36.943131 -0.043889414 
36.959503 36.959506 -0.043898084 
36.975879 36.975882 -0.043906586 
36.992254 36.992257 -0.043914921 
37.00863 37.008633 -0.043923091 
37.025005 37.025008 -0.043931097 
37.041381 37.041384 -0.04393894 
37.057756 37.057759 -0.043946621 
37.074132 37.074135 -0.043954142 
37.090507 37.09051 -0.043961503 
37.106883 37.106886 -0.043968707 
37.123258 37.123261 -0.043975753 
37.139634 37.139637 -0.043982643 
37.156009 37.156012 -0.043989379 
37.172385 37.172388 -0.043995962 
37.18876 37.188763 -0.044002392 
37.205136 37.205139 -0.044008671 
37.221511 37.221514 -0.0440148 
37.237887 37.23789 -0.04402078 
37.254262 37.254265 -0.044026613 
37.270638 37.270641 -0.044032299 
37.287013 37.287016 -0.044037839 
37.303389 37.303392 -0.044043235 
37.319764 37.319767 -0.044048488 
37.33614 37.336143 -0.044053599 
37.352515 37.352518 -0.044058568 
37.368891 37.368894 -0.044063398 
37.385266 37.385269 -0.044068088 
37.401642 37.401645 -0.044072641 
37.418017 37.41802 -0.044077057 
37.434393 37.434396 -0.044081337 
37.450768 37.450771 -0.044085483 
37.467144 37.467147 -0.044089495 
37.483519 37.483522 -0.044093374 
37.499895 37.499898 -0.044097122 
37.51627 37.516273 -0.044100739 
37.532646 37.532649 -0.044104226 
37.549021 37.549024 -0.044107585 
37.565397 37.5654 -0.044110817 
37.581772 37.581775 -0.044113922 
37.598148 37.598151 -0.044116901 
37.614523 37.614526 -0.044119756 
37.630899 37.630902 -0.044122487 
37.647274 37.647277 -0.044125096 
37.66365 37.663653 -0.044127583 
37.680025 37.680028 -0.044129949 
37.696401 37.696404 -0.044132196 
37.712776 37.712779 -0.044134324 
37.729152 37.729155 -0.044136334 
37.745528 37.74553 -0.044138227 
37.761903 37.761906 -0.044140005 
37.778278 37.778281 -0.044141667 
37.794654 37.794657 -0.044143215 
37.811029 37.811032 -0.04414465 
37.827405 37.827408 -0.044145973 
37.843781 37.843783 -0.044147184 
37.860156 37.860159 -0.044148285 
37.876531 37.876534 -0.044149277 
37.892907 37.89291 -0.044150159 
37.909282 37.909285 -0.044150934 
37.925658 37.925661 -0.044151602 
37.942034 37.942036 -0.044152164 
37.958409 37.958412 -0.044152621 
37.974784 37.974787 -0.044152973 
37.99116 37.991163 -0.044153222 
38.007535 38.007538 -0.044153369 
38.023911 38.023914 -0.044153413 
38.040287 38.040289 -0.044153357 
38.056662 38.056665 -0.0441532 
38.073037 38.07304 -0.044152945 
38.089413 38.089416 -0.044152591 
38.105788 38.105791 -0.044152139 
38.122164 38.122167 -0.04415159 
38.13854 38.138542 -0.044150946 
38.154915 38.154918 -0.044150206 
38.17129 38.171293 -0.044149371 
38.187666 38.187669 -0.044148444 
38.204041 38.204044 -0.044147423 
38.220417 38.22042 -0.04414631 
38.236792 38.236795 -0.044145106 
38.253168 38.253171 -0.044143812 
38.269543 38.269546 -0.044142428 
38.285919 38.285922 -0.044140955 
38.302294 38.302297 -0.044139393 
38.31867 38.318673 -0.044137745 
38.335045 38.335048 -0.044136009 
38.351421 38.351424 -0.044134188 
38.367796 38.367799 -0.044132281 
38.384172 38.384175 -0.04413029 
38.400547 38.40055 -0.044128215 
38.416923 38.416926 -0.044126057 
38.433298 38.433301 -0.044123817 
38.449674 38.449677 -0.044121495 
38.466049 38.466052 -0.044119093 
38.482425 38.482428 -0.04411661 
38.498801 38.498803 -0.044114048 
38.515176 38.515179 -0.044111407 
38.531551 38.531554 -0.044108688 
38.547927 38.54793 -0.044105892 
38.564303 38.564305 -0.044103019 
38.580678 38.580681 -0.044100069 
38.597054 38.597056 -0.044097045 
38.613429 38.613432 -0.044093946 
38.629804 38.629807 -0.044090773 
38.64618 38.646183 -0.044087527 
38.662556 38.662558 -0.044084208 
38.678931 38.678934 -0.044080817 
38.695307 38.695309 -0.044077354 
38.711682 38.711685 -0.044073821 
38.728057 38.72806 -0.044070218 
38.744433 38.744436 -0.044066545 
38.760809 38.760811 -0.044062804 
38.777184 38.777187 -0.044058994 
38.79356 38.793562 -0.044055117 
38.809935 38.809938 -0.044051173 
38.82631 38.826313 -0.044047163 
38.842686 38.842689 -0.044043087 
38.859062 38.859064 -0.044038946 
38.875437 38.87544 -0.04403474 
38.891813 38.891815 -0.044030471 
38.908188 38.908191 -0.044026138 
38.924563 38.924566 -0.044021743 
38.940939 38.940942 -0.044017285 
38.957315 38.957317 -0.044012766 
38.97369 38.973693 -0.044008186 
38.990066 38.990068 -0.044003546 
39.006441 39.006444 -0.043998846 
39.022816 39.022819 -0.043994087 
39.039192 39.039195 -0.043989269 
39.055568 39.05557 -0.043984393 
39.071943 39.071946 -0.04397946 
39.088318 39.088321 -0.04397447 
39.104694 39.104697 -0.043969423 
39.121069 39.121072 -0.043964321 
39.137445 39.137448 -0.043959163 
39.153821 39.153823 -0.043953951 
39.170196 39.170199 -0.043948684 
39.186571 39.186574 -0.043943364 
39.202947 39.20295 -0.04393799 
39.219322 39.219325 -0.043932564 
39.235698 39.235701 -0.043927086 
39.252074 39.252076 -0.043921556 
39.268449 39.268452 -0.043915975 
39.284824 39.284827 -0.043910344 
39.3012 39.301203 -0.043904663 
39.317575 39.317578 -0.043898932 
39.333951 39.333954 -0.043893152 
39.350327 39.350329 -0.043887324 
39.366702 39.366705 -0.043881447 
39.383077 39.38308 -0.043875523 
39.399453 39.399456 -0.043869553 
39.415828 39.415831 -0.043863535 
39.432204 39.432207 -0.043857472 
39.44858 39.448582 -0.043851363 
39.464955 39.464958 -0.043845208 
39.48133 39.481333 -0.04383901 
39.497706 39.497709 -0.043832767 
39.514081 39.514084 -0.04382648 
39.530457 39.53046 -0.04382015 
39.546833 39.546835 -0.043813778 
39.563208 39.563211 -0.043807363 
39.579583 39.579586 -0.043800907 
39.595959 39.595962 -0.043794408 
39.612334 39.612337 -0.04378787 
39.62871 39.628713 -0.04378129 
39.645086 39.645088 -0.043774671 
39.661461 39.661464 -0.043768012 
39.677836 39.677839 -0.043761313 
39.694212 39.694215 -0.043754576 
39.710587 39.71059 -0.043747801 
39.726963 39.726966 -0.043740988 
39.743339 39.743341 -0.043734138 
39.759714 39.759717 -0.04372725 
39.776089 39.776092 -0.043720326 
39.792465 39.792468 -0.043713366 
39.80884 39.808843 -0.04370637 
39.825216 39.825219 -0.043699338 
39.841591 39.841594 -0.043692272 
39.857967 39.85797 -0.043685171 
39.874342 39.874345 -0.043678036 
39.890718 39.890721 -0.043670867 
39.907093 39.907096 -0.043663665 
39.923469 39.923472 -0.04365643 
39.939844 39.939847 -0.043649163 
39.95622 39.956223 -0.043641863 
39.972595 39.972598 -0.043634532 
39.988971 39.988974 -0.043627169 
40.005346 40.005349 -0.043619775 
40.021722 40.021725 -0.04361235 
40.038097 40.0381 -0.043604896 
40.054473 40.054476 -0.043597411 
40.070848 40.070851 -0.043589897 
40.087224 40.087227 -0.043582354 
40.103599 40.103602 -0.043574782 
40.119975 40.119978 -0.043567182 
40.13635 40.136353 -0.043559554 
40.152726 40.152729 -0.043551898 
40.169101 40.169104 -0.043544214 
40.185477 40.18548 -0.043536504 
40.201852 40.201855 -0.043528767 
40.218228 40.218231 -0.043521004 
40.234603 40.234606 -0.043513215 
40.250979 40.250982 -0.0435054 
40.267354 40.267357 -0.04349756 
40.28373 40.283733 -0.043489695 
40.300105 40.300108 -0.043481806 
40.316481 40.316484 -0.043473893 
40.332856 40.332859 -0.043465955 
40.349232 40.349235 -0.043457994 
40.365607 40.36561 -0.04345001 
40.381983 40.381986 -0.043442003 
40.398358 40.398361 -0.043433973 
40.414734 40.414737 -0.043425921 
40.431109 40.431112 -0.043417847 
40.447485 40.447488 -0.043409752 
40.46386 40.463863 -0.043401635 
40.480236 40.480239 -0.043393497 
40.496611 40.496614 -0.043385338 
40.512987 40.51299 -0.043377159 
40.529362 40.529365 -0.04336896 
40.545738 40.545741 -0.043360741 
40.562113 40.562116 -0.043352503 
40.578489 40.578492 -0.043344246 
40.594864 40.594867 -0.043335969 
40.61124 40.611243 -0.043327674 
40.627615 40.627618 -0.043319361 
40.643991 40.643994 -0.04331103 
40.660366 40.660369 -0.043302681 
40.676742 40.676745 -0.043294315 
40.693117 40.69312 -0.043285931 
40.709493 40.709496 -0.043277531 
40.725868 40.725871 -0.043269114 
40.742244 40.742247 -0.04326068 
40.758619 40.758622 -0.043252231 
40.774995 40.774998 -0.043243766 
40.79137 40.791373 -0.043235285 
40.807746 40.807749 -0.043226789 
40.824121 40.824124 -0.043218279 
40.840497 40.8405 -0.043209753 
40.856873 40.856875 -0.043201213 
40.873248 40.873251 -0.043192659 
40.889623 40.889626 -0.043184091 
40.905999 40.906002 -0.04317551 
40.922374 40.922377 -0.043166915 
40.93875 40.938753 -0.043158307 
40.955126 40.955128 -0.043149686 
40.971501 40.971504 -0.043141052 
40.987876 40.987879 -0.043132406 
41.004252 41.004255 -0.043123748 
41.020627 41.02063 -0.043115078 
41.037003 41.037006 -0.043106396 
41.053379 41.053381 -0.043097703 
41.069754 41.069757 -0.043088999 
41.086129 41.086132 -0.043080283 
41.102505 41.102508 -0.043071558 
41.11888 41.118883 -0.043062821 
41.135256 41.135259 -0.043054075 
41.151632 41.151634 -0.043045318 
41.168007 41.16801 -0.043036552 
41.184382 41.184385 -0.043027776 
41.200758 41.200761 -0.043018991 
41.217133 41.217136 -0.043010196 
41.233509 41.233512 -0.043001393 
41.249885 41.249887 -0.042992581 
41.26626 41.266263 -0.042983761 
41.282635 41.282638 -0.042974933 
41.299011 41.299014 -0.042966096 
41.315386 41.315389 -0.042957252 
41.331762 41.331765 -0.0429484 
41.348137 41.34814 -0.042939541 
41.364513 41.364516 -0.042930675 
41.380888 41.380891 -0.042921802 
41.397264 41.397267 -0.042912922 
41.413639 41.413642 -0.042904035 
41.430015 41.430018 -0.042895142 
41.44639 41.446393 -0.042886243 
41.462766 41.462769 -0.042877338 
41.479141 41.479144 -0.042868428 
41.495517 41.49552 -0.042859512 
41.511892 41.511895 -0.04285059 
41.528268 41.528271 -0.042841663 
41.544643 41.544646 -0.042832732 
41.561019 41.561022 -0.042823795 
41.577394 41.577397 -0.042814854 
41.59377 41.593773 -0.042805909 
41.610145 41.610148 -0.042796959 
41.626521 41.626524 -0.042788006 
41.642896 41.642899 -0.042779048 
41.659272 41.659275 -0.042770087 
41.675648 41.67565 -0.042761122 
41.692023 41.692026 -0.042752155 
41.708399 41.708401 -0.042743184 
41.724774 41.724777 -0.04273421 
41.741149 41.741152 -0.042725233 
41.757525 41.757528 -0.042716254 
41.773901 41.773903 -0.042707272 
41.790276 41.790279 -0.042698288 
41.806652 41.806654 -0.042689302 
41.823027 41.82303 -0.042680314 
41.839402 41.839405 -0.042671324 
