v_strainx v_stressx v_strainy v_stressy
0.013919065 -0.44847148 -0.00099522299 -0.77564906 
0.013694024 -0.26001121 -0.0010711891 -0.77490304 
0.013476833 0.08107606 -0.0011307214 -0.57789874 
0.013260437 0.44945664 -0.0011779691 -0.28222239 
0.013037317 0.78723124 -0.001219014 0.037826718 
0.012800667 1.0124613 -0.0012603555 0.29336266 
0.012546059 1.0623414 -0.0013071219 0.41728418 
0.012272691 0.9389396 -0.0013617397 0.40747107 
0.011983293 0.6841027 -0.0014239228 0.28142463 
0.011683238 0.34617884 -0.0014910573 0.055048736 
0.011379518 -0.0020868099 -0.0015585484 -0.21063835 
0.011079244 -0.22113867 -0.0016210678 -0.35044112 
0.010786818 -0.21024171 -0.001675872 -0.21238169 
0.010501924 -0.066801034 -0.0017258131 0.08695331 
0.010221567 0.054248882 -0.0017769376 0.36693601 
0.0099432398 -0.0057864001 -0.0018348338 0.43516886 
0.0096681336 -0.16956684 -0.00190079 0.25212017 
0.0093995202 -0.24506432 -0.0019710554 0.0075788658 
0.0091388471 -0.18646081 -0.0020406947 -0.13686151 
0.0088848352 -0.054491044 -0.0021068302 -0.13465424 
0.0086347405 0.020849676 -0.0021695461 -0.10632615 
0.0083869952 -0.025846526 -0.002229447 -0.20870693 
0.0081425117 -0.17117374 -0.0022845222 -0.47989256 
0.0079041783 -0.44086205 -0.0023294171 -0.95083064 
0.0076773528 -0.83906435 -0.0023548549 -1.5706204 
0.0074699153 -1.2769159 -0.0023486948 -2.1473973 
0.0072904511 -1.6008794 -0.0022997841 -2.4739686 
0.0071451572 -1.620888 -0.0022020686 -2.3601638 
0.0070340522 -1.2704669 -0.0020583235 -1.764896 
0.0069497105 -0.73827204 -0.0018808841 -0.94326133 
0.0068811357 -0.33139076 -0.0016864716 -0.24363141 
0.0068199723 -0.2941802 -0.0014892092 0.1336949 
0.0067653915 -0.61540838 -0.0012966522 0.23447992 
0.0067237865 -0.98144543 -0.0011107622 0.25707374 
0.006702386 -1.0644939 -0.00093192058 0.3940015 
0.0067026504 -0.77318492 -0.00076278929 0.68569563 
0.0067184907 -0.27349116 -0.00060909815 1.0125314 
0.0067396852 0.18198187 -0.0004772247 1.2552575 
0.0067570063 0.48126211 -0.00037180251 1.4114701 
0.0067644659 0.58434175 -0.00029568818 1.4974609 
0.0067600892 0.49466603 -0.0002503034 1.5085081 
0.0067458054 0.26988582 -0.00023555408 1.4295617 
0.0067262452 -0.036909124 -0.00024954463 1.2219216 
0.0067076432 -0.3464469 -0.00028782291 0.89433366 
0.0066962244 -0.62167278 -0.00034358328 0.46090906 
0.0066974576 -0.89978893 -0.00040797516 -0.10285388 
0.0067168148 -1.1265475 -0.00046963548 -0.6706233 
0.0067586793 -1.1789606 -0.00051724082 -1.007537 
0.0068238819 -1.0022795 -0.00054420048 -0.97658396 
0.0069086335 -0.58155902 -0.00055134452 -0.55325525 
0.0070042673 -0.026110997 -0.00054733896 0.12042937 
0.0070994852 0.40825317 -0.00054576993 0.71929346 
0.0071855378 0.57338381 -0.00055859269 1.0054206 
0.007259187 0.55442835 -0.00059138753 1.0304017 
0.0073209381 0.53566385 -0.00064445401 1.0169229 
0.0073712876 0.60223252 -0.00071731846 1.1150895 
0.0074090065 0.69875639 -0.0008117443 1.3085926 
0.007432274 0.73943242 -0.00093138197 1.4936752 
0.007440414 0.68689772 -0.0010796731 1.5818093 
0.0074346371 0.5928974 -0.0012580816 1.566474 
0.0074169783 0.51637486 -0.0014659844 1.4873353 
0.0073891 0.41111011 -0.0017014866 1.32361 
0.0073532268 0.18337431 -0.0019610217 0.99904873 
0.0073140274 -0.221913 -0.0022378516 0.47572953 
0.0072796954 -0.77437873 -0.0025213506 -0.16608065 
0.0072613 -1.2563105 -0.0027986543 -0.72426856 
0.007268375 -1.4625251 -0.0030587126 -1.1189683 
0.0073048114 -1.4401972 -0.0032938562 -1.4590832 
0.0073698681 -1.2376373 -0.0034975859 -1.7710167 
0.0074591915 -0.93111827 -0.0036640314 -2.0280115 
0.0075663833 -0.61671644 -0.0037884722 -2.1575312 
0.0076849512 -0.23867771 -0.0038687637 -1.9597847 
0.0078071847 0.21838743 -0.0039092814 -1.3946228 
0.0079238551 0.64095059 -0.0039216561 -0.6756596 
0.0080265122 0.92643505 -0.0039204599 -0.062560779 
0.0081095425 1.0562467 -0.0039180186 0.34896811 
0.0081705192 0.98370011 -0.0039225302 0.5024824 
0.0082111135 0.685169 -0.0039369815 0.41757189 
0.0082375324 0.23618034 -0.0039595871 0.23095451 
0.0082589542 -0.29891359 -0.0039865561 -0.0023239462 
0.0082862031 -0.79954383 -0.004013206 -0.20484736 
0.0083293068 -1.1131509 -0.0040355121 -0.28155202 
0.0083944335 -1.0917594 -0.0040519908 -0.22823579 
0.0084809485 -0.69616909 -0.0040637591 -0.082707517 
0.0085806864 -0.18121559 -0.0040737573 -0.023221844 
0.0086831512 0.15719394 -0.004083186 -0.17450368 
0.008781499 0.2968261 -0.0040890405 -0.42665361 
0.0088729545 0.35869043 -0.0040863364 -0.63658829 
0.0089563349 0.42884306 -0.0040709751 -0.76921185 
0.0090303006 0.46511411 -0.0040404337 -0.84217439 
0.0090942072 0.33455875 -0.0039933987 -0.889114 
0.0091507815 0.048686692 -0.0039290848 -0.88528834 
0.0092058598 -0.12944706 -0.0038477232 -0.74285203 
0.0092630521 0.022880181 -0.0037523024 -0.394094 
0.0093192657 0.49650334 -0.0036498953 0.17145338 
0.0093649473 1.0500065 -0.0035518346 0.8285366 
0.0093890147 1.3689344 -0.0034711804 1.3516009 
0.0093852235 1.2243109 -0.0034182062 1.5155578 
0.009356751 0.59910673 -0.0033959305 1.2121139 
0.0093164537 -0.19778895 -0.0033980202 0.5542331 
0.0092805353 -0.81623469 -0.0034111308 -0.21066377 
0.0092614435 -1.0145194 -0.0034199076 -0.71486759 
0.0092630268 -0.81912121 -0.0034143367 -0.76480329 
0.0092811506 -0.50787209 -0.0033935525 -0.53836168 
0.0093093801 -0.27844391 -0.0033622078 -0.25696818 
0.0093429911 -0.26538972 -0.0033260086 -0.12951573 
0.0093816729 -0.46566928 -0.0032875398 -0.22391717 
0.0094294279 -0.67368799 -0.0032449372 -0.36410752 
0.0094903809 -0.69989858 -0.0031954389 -0.44668353 
0.009564948 -0.43858844 -0.0031374562 -0.41213078 
0.0096477308 0.065110267 -0.0030717513 -0.23170236 
0.0097284753 0.66218673 -0.0030019917 0.046953111 
0.0097951246 1.1718512 -0.0029337757 0.33270853 
0.009837491 1.4204667 -0.0028727964 0.49645456 
0.0098507563 1.3530441 -0.0028222614 0.46604398 
0.0098365404 1.0920629 -0.0027814716 0.31928174 
0.0098003672 0.89005978 -0.0027474085 0.26025608 
0.0097465196 0.91748634 -0.0027188332 0.39509045 
0.0096746007 1.080175 -0.0026983913 0.58100287 
0.0095814823 1.1146549 -0.0026897256 0.58385163 
0.0094666594 0.81709383 -0.0026927887 0.30743442 
0.0093363469 0.23498802 -0.0027019542 -0.12058946 
0.009202453 -0.40000469 -0.0027086181 -0.48890927 
0.0090778414 -0.89703244 -0.0027054465 -0.71740774 
0.0089724669 -1.237703 -0.0026879629 -0.88594009 
0.0088930347 -1.4941658 -0.0026529266 -1.0746394 
0.0088444912 -1.6083901 -0.0025967202 -1.2154998 
0.0088288708 -1.4114225 -0.0025167089 -1.1185091 
0.00884191 -0.84570928 -0.0024150275 -0.67550149 
0.0088719363 -0.10413611 -0.0023007036 -0.044715769 
0.0089038223 0.51689011 -0.0021864447 0.49776796 
0.008925001 0.93422185 -0.0020830929 0.83985234 
0.0089271268 1.2058678 -0.0019973975 0.99066111 
0.0089048699 1.3677515 -0.0019322276 0.96813033 
0.0088551661 1.3845788 -0.0018869607 0.80097619 
0.0087779129 1.2739759 -0.0018580855 0.58309547 
0.0086755865 1.1013305 -0.0018411048 0.38585128 
0.008551897 0.83343205 -0.0018319723 0.1521235 
0.0084124465 0.35368271 -0.0018259466 -0.26247342 
0.0082670649 -0.32357981 -0.0018147113 -0.82805245 
0.0081294792 -0.9918261 -0.0017870034 -1.3048277 
0.0080131081 -1.4783577 -0.0017334304 -1.544184 
0.0079275828 -1.7543229 -0.0016494221 -1.5647462 
0.0078782045 -1.8818638 -0.0015348148 -1.4404201 
0.0078672402 -1.8660576 -0.001392338 -1.1384964 
0.0078940518 -1.668625 -0.0012282484 -0.61726571 
0.0079543461 -1.3054442 -0.001053142 -0.0016450218 
0.0080405207 -0.84774792 -0.00087942654 0.5228941 
0.0081431241 -0.37785573 -0.00071759618 0.8472317 
0.0082525302 0.074102198 -0.00057405791 1.0092541 
0.0083595475 0.50064858 -0.00045191753 1.1198903 
0.0084555675 0.85177487 -0.00035322593 1.2243789 
0.0085335733 1.0653167 -0.0002798932 1.2912504 
0.0085893879 1.1169313 -0.00023305773 1.2771858 
0.0086221459 0.98312744 -0.00021222248 1.1028818 
0.0086347446 0.64584073 -0.00021367684 0.67992725 
0.0086341779 0.21714456 -0.00022874972 0.097610087 
0.0086292328 -0.096073183 -0.000245644 -0.40095156 
0.008626286 -0.16045972 -0.00025434151 -0.62598208 
0.0086266242 -0.049324708 -0.00025039495 -0.59824971 
0.0086279709 -0.027708034 -0.00023446421 -0.58689452 
0.0086298804 -0.24652229 -0.00020687415 -0.78770467 
0.0086367778 -0.57380774 -0.00016368841 -1.0144549 
0.0086552491 -0.78874038 -0.00010047965 -0.91262887 
0.0086895541 -0.80641095 -1.9448271e-05 -0.35762016 
0.0087399262 -0.6907565 6.8125275e-05 0.44185591 
0.0088038976 -0.51806227 0.0001461365 1.149866 
0.0088778651 -0.27889745 0.00020043892 1.5906759 
0.0089569057 0.055924931 0.00022236226 1.769478 
0.0090341952 0.39827361 0.00020857002 1.6955837 
0.0091028083 0.63964073 0.00016083313 1.4450918 
0.0091579206 0.75188373 8.4460083e-05 1.1560375 
0.0091973634 0.75459881 -1.4506911e-05 0.89347908 
0.0092212067 0.68462507 -0.00013060679 0.63952135 
0.0092309942 0.5769464 -0.00025859679 0.36954649 
0.0092290218 0.45835034 -0.00039295743 0.10879064 
0.0092177882 0.30559276 -0.00052840226 -0.13883362 
0.0092004642 0.026668275 -0.00065995468 -0.4351837 
0.00918275 -0.46212874 -0.00078170418 -0.8291699 
0.0091745501 -1.0294781 -0.00088583317 -1.2288746 
0.0091872796 -1.4190017 -0.00096447513 -1.4763536 
0.0092286623 -1.4631536 -0.0010128784 -1.4573026 
0.0092993703 -1.1801066 -0.0010316688 -1.1585848 
0.0093934471 -0.77029773 -0.0010270692 -0.67642488 
0.0095024149 -0.33088435 -0.0010089296 -0.047028496 
0.0096172588 0.07686489 -0.00098997637 0.64057968 
0.0097296706 0.39643453 -0.00098400818 1.2208637 
0.0098331893 0.62651755 -0.001002566 1.5954208 
0.0099232161 0.78944206 -0.0010529735 1.779437 
0.0099965482 0.84838776 -0.0011386707 1.7747745 
0.010052118 0.73086964 -0.0012592811 1.4997768 
0.010092445 0.42946899 -0.0014090045 0.89434296 
0.010123762 0.041625039 -0.0015754616 0.05673649 
0.010154006 -0.28817161 -0.0017417252 -0.74987601 
0.010189872 -0.45132016 -0.0018916357 -1.2467607 
0.010234626 -0.40765958 -0.0020153761 -1.3088524 
0.010287315 -0.19950738 -0.0021119179 -1.0499006 
0.010343658 0.064101715 -0.0021866672 -0.7489461 
0.010398283 0.27298118 -0.0022458248 -0.59680769 
0.010446967 0.34824615 -0.0022925609 -0.60430406 
0.010488229 0.31341356 -0.0023268233 -0.64538476 
0.010522833 0.2899653 -0.002347887 -0.53839275 
0.010551304 0.35020026 -0.0023579964 -0.20299215 
0.010572468 0.46544624 -0.0023639516 0.26547823 
0.010584043 0.55790004 -0.0023751653 0.67045871 
0.010584224 0.55361428 -0.0023997067 0.84926217 
0.010573188 0.47655216 -0.0024410539 0.80820531 
0.010552581 0.46016259 -0.0024982552 0.74301623 
0.010522811 0.57690249 -0.0025698827 0.82266472 
0.01048158 0.70734776 -0.0026574179 0.96219917 
0.010426332 0.56260793 -0.0027635278 0.84092639 
0.010360111 -0.072246515 -0.0028856386 0.20369898 
0.010295867 -1.0352694 -0.0030108792 -0.82902466 
0.010253096 -1.8540806 -0.0031185791 -1.8066267 
0.010248218 -2.094224 -0.0031893393 -2.2844062 
0.010285808 -1.638946 -0.003213899 -2.1299377 
0.010356333 -0.70435316 -0.0031956937 -1.5068185 
0.010440621 0.32168065 -0.0031474917 -0.69447946 
0.010517783 1.1135023 -0.0030857486 0.0081835682 
0.010571819 1.5831612 -0.0030246114 0.46773416 
0.010593374 1.8390789 -0.0029732663 0.76980694 
0.010577496 2.0205821 -0.0029376848 1.0684863 
0.010520781 2.1517577 -0.0029237266 1.396079 
0.010420881 2.1029343 -0.0029377848 1.5739245 
0.010279119 1.7353718 -0.0029832061 1.3908768 
0.010103273 1.1001568 -0.0030560899 0.927206 
0.0099064842 0.37765307 -0.0031469539 0.42533742 
0.009703548 -0.25876301 -0.0032456279 0.044897752 
0.0095073916 -0.69038403 -0.0033444509 -0.16150023 
0.0093266883 -0.88432993 -0.0034393003 -0.2241466 
0.0091652326 -0.91099173 -0.0035289571 -0.25234175 
0.009023408 -0.90251493 -0.0036128996 -0.38244713 
0.0089008859 -0.95546143 -0.0036885778 -0.69155283 
0.0087985823 -1.0634313 -0.0037498928 -1.1037206 
0.008718518 -1.1202989 -0.0037887388 -1.3770629 
0.0086616691 -1.0589312 -0.0037998374 -1.336542 
0.008626621 -0.86491014 -0.0037842023 -0.99231046 
0.0086092961 -0.54302492 -0.0037488892 -0.49594028 
0.0086030684 -0.12598648 -0.0037039335 -0.042545327 
0.0085994408 0.39598703 -0.0036584419 0.31255384 
0.0085878599 0.97575767 -0.0036194975 0.58167221 
0.008556682 1.4632354 -0.0035924194 0.73086161 
0.0084962123 1.7372296 -0.0035800971 0.70539876 
0.0084011393 1.7577894 -0.0035819161 0.49267625 
0.0082713093 1.5754187 -0.0035935322 0.20178067 
0.0081106677 1.2721392 -0.0036090749 -0.019709831 
0.00792557 0.90273796 -0.0036241008 -0.12728256 
0.0077236545 0.45746939 -0.0036364703 -0.22953807 
0.0075140261 -0.081889418 -0.003644166 -0.42638875 
0.007307608 -0.61787259 -0.003643302 -0.61689468 
0.0071151637 -1.0139035 -0.0036301478 -0.6327107 
0.0069445513 -1.225119 -0.0036044785 -0.45055609 
0.0067998482 -1.3236091 -0.0035700112 -0.23020911 
0.0066828346 -1.4491772 -0.0035311952 -0.18490548 
0.0065958243 -1.6123027 -0.0034889631 -0.3244991 
0.0065418721 -1.6697601 -0.0034405598 -0.42961847 
0.0065218907 -1.5293669 -0.0033839352 -0.33368505 
0.0065328139 -1.2437437 -0.0033210557 -0.079803994 
0.0065686814 -0.91449447 -0.0032570186 0.17437769 
0.0066226996 -0.52831354 -0.0031968931 0.38766991 
0.006686977 -0.070747697 -0.0031449003 0.55597152 
0.006752239 0.3357051 -0.0031043372 0.58097306 
0.0068103008 0.55493366 -0.0030756229 0.39618327 
0.0068568003 0.58271704 -0.003054993 0.073209936 
0.006891258 0.50847593 -0.0030359546 -0.25215993 
0.0069152518 0.3893751 -0.0030120116 -0.52098384 
0.006931252 0.23515542 -0.0029778389 -0.74109565 
0.0069424187 0.07962492 -0.0029291183 -0.87395362 
0.006951917 -0.011065132 -0.002863299 -0.81819432 
0.0069615847 -0.018384093 -0.0027816068 -0.52126861 
0.0069715681 0.011613971 -0.0026900679 -0.040650868 
0.0069812609 -0.0013746284 -0.0025983336 0.47351147 
0.0069909269 -0.14290848 -0.0025166629 0.86751026 
0.0070034175 -0.48777141 -0.0024528509 1.0284164 
0.0070256611 -0.98910097 -0.0024099892 0.92683898 
0.0070676932 -1.4360446 -0.0023859091 0.64662237 
0.0071383882 -1.7063823 -0.0023748899 0.29017451 
0.0072430065 -1.7663613 -0.0023697273 -0.02825991 
0.0073825394 -1.5433677 -0.002364024 -0.20233403 
0.0075522704 -1.0606059 -0.0023543076 -0.24802367 
0.0077422743 -0.50703511 -0.002339692 -0.25159154 
0.0079412554 -0.047848424 -0.0023201384 -0.23216767 
0.0081398882 0.2749555 -0.0022960673 -0.17430524 
0.0083316547 0.50258986 -0.0022686647 -0.095460387 
0.0085119973 0.64274475 -0.0022395286 -0.09185869 
0.0086781536 0.66077792 -0.0022087423 -0.28022069 
0.0088298475 0.55845229 -0.0021725487 -0.62362525 
0.0089692402 0.40389159 -0.0021241128 -0.92393161 
0.0090995372 0.30130802 -0.0020575047 -0.97724041 
0.0092228732 0.33694607 -0.001971774 -0.67501718 
0.0093385713 0.51227995 -0.0018730934 -0.075471414 
0.0094431288 0.70577607 -0.001773553 0.58200279 
0.0095326967 0.74795355 -0.0016863302 1.0346468 
0.0096065165 0.53443992 -0.001620417 1.1543586 
0.0096690184 0.077390489 -0.0015780741 0.95894607 
0.0097295427 -0.46185516 -0.0015552288 0.61477171 
0.0097990367 -0.8175683 -0.0015448513 0.3758024 
0.0098846567 -0.81320432 -0.0015420669 0.40854008 
0.0099862113 -0.51354534 -0.0015474814 0.65896761 
0.010097521 -0.17555539 -0.0015660623 0.89350254 
0.010211666 -0.01735952 -0.0016024248 0.91888957 
0.010325418 -0.052326378 -0.0016569578 0.74079427 
0.010439492 -0.16554256 -0.0017259656 0.46529043 
0.010556184 -0.22106311 -0.0018038237 0.19072298 
0.010676606 -0.15746408 -0.0018849652 -0.048801012 
0.010799444 -0.056838613 -0.0019645644 -0.34632169 
0.010922639 -0.032084532 -0.0020366666 -0.80619383 
0.011045687 -0.059069844 -0.0020921019 -1.2867478 
0.011169138 0.0062849654 -0.0021213476 -1.4819019 
0.011291662 0.23573297 -0.0021206652 -1.2579821 
0.011408602 0.60055558 -0.0020947428 -0.71048425 
0.011512574 1.0156376 -0.0020547271 -0.042141666 
0.011595218 1.4614955 -0.0020141191 0.66755726 
0.011647598 1.902295 -0.0019871652 1.3718255 
0.011660943 2.1929479 -0.0019879118 1.8960278 
0.011629594 2.1915279 -0.0020266961 2.0537317 
0.011553885 1.8636488 -0.0021064242 1.8237263 
0.011440792 1.2572626 -0.0022221956 1.3087227 
0.011302912 0.47052277 -0.0023634233 0.60332826 
0.011156411 -0.31127449 -0.0025157804 -0.12933171 
0.011017235 -0.9023139 -0.0026645039 -0.69054205 
0.010897331 -1.2490255 -0.0027983794 -1.016893 
0.010803596 -1.4387367 -0.0029109804 -1.1591726 
0.010739695 -1.614991 -0.0029996115 -1.2675523 
0.010708996 -1.7659047 -0.0030622725 -1.4302417 
0.010714335 -1.6894157 -0.0030958875 -1.5086115 
0.010753923 -1.2868949 -0.0030990834 -1.3771753 
0.010819374 -0.70108722 -0.0030746895 -1.101113 
0.01089864 -0.18164357 -0.0030284063 -0.84253657 
0.010981093 0.2286455 -0.0029655469 -0.63050956 
0.011058385 0.70328194 -0.0028904584 -0.29616436 
0.01112091 1.283477 -0.0028099111 0.21932614 
0.011156978 1.7891692 -0.002734263 0.74551749 
0.011156485 2.0152025 -0.0026740246 1.0547445 
0.011115074 1.8884343 -0.0026352944 1.0149474 
0.01103559 1.5083692 -0.0026171374 0.69633163 
0.010926008 1.0308873 -0.0026130369 0.26896182 
0.010796229 0.52425189 -0.0026143392 -0.17276168 
0.010656676 -0.013229637 -0.002612161 -0.63842055 
0.010518323 -0.53120555 -0.002597199 -1.127664 
0.010391669 -0.99621453 -0.002559739 -1.5949178 
0.010286064 -1.4236297 -0.0024905681 -1.9097334 
0.010210032 -1.8178531 -0.0023835797 -1.9243325 
0.010171373 -2.0288772 -0.0022387106 -1.5768368 
0.010174125 -1.865198 -0.002063146 -0.94038936 
0.01021471 -1.3293941 -0.0018698183 -0.18749948 
0.010282024 -0.60616508 -0.001673925 0.50565881 
0.010361227 0.040222048 -0.0014893866 1.0035253 
0.010439121 0.43130203 -0.0013261318 1.214172 
0.010507771 0.51518164 -0.0011882679 1.0769689 
0.010565528 0.41265148 -0.0010728907 0.71909019 
0.010614542 0.35852608 -0.00097267669 0.43043921 
0.010655969 0.49657221 -0.00088173369 0.36863301 
0.010687048 0.81070089 -0.00079876274 0.4734001 
0.010701458 1.1859292 -0.00072582087 0.59986869 
0.010691672 1.4894445 -0.00066538896 0.65096536 
0.010651671 1.5347163 -0.00061841685 0.49990871 
0.010580732 1.2215592 -0.00058178261 0.092140103 
0.010485425 0.67999496 -0.00054722089 -0.39640896 
0.01037692 0.13371444 -0.00050489402 -0.70157646 
0.01026641 -0.30399634 -0.00044871378 -0.71984216 
0.010162802 -0.64596931 -0.00037839864 -0.54411456 
0.010072997 -0.94798992 -0.00029756909 -0.36372421 
0.010003041 -1.158661 -0.0002099167 -0.23642309 
0.0099570846 -1.1449284 -0.00011804268 -0.026483729 
0.0099346937 -0.8333965 -2.619507e-05 0.37862221 
0.0099293899 -0.31424432 5.7476109e-05 0.91450832 
0.009930517 0.21675294 0.00012223653 1.3914538 
0.009927244 0.63917103 0.00015860198 1.677201 
0.0099110137 0.91472863 0.00016099589 1.7481611 
0.0098763079 1.0381124 0.00012820309 1.6374664 
0.0098207378 1.0458178 6.2676422e-05 1.3873473 
