Step Temp msd
10594.0 765.29044 0.22199711 
10595.0 765.2628 0.22206187 
10596.0 765.27723 0.2221267 
10597.0 765.33785 0.22219162 
10598.0 765.44826 0.22225662 
10599.0 765.61123 0.22232172 
10600.0 765.82864 0.22238693 
10601.0 766.10151 0.22245225 
10602.0 766.43001 0.2225177 
10603.0 766.81337 0.22258329 
10604.0 767.24993 0.22264904 
10605.0 767.73712 0.22271497 
10606.0 768.27152 0.22278108 
10607.0 768.84885 0.2228474 
10608.0 769.46398 0.22291395 
10609.0 770.11105 0.22298074 
10610.0 770.78357 0.22304781 
10611.0 771.4744 0.22311516 
10612.0 772.17576 0.22318282 
10613.0 772.87932 0.2232508 
10614.0 773.57622 0.22331914 
10615.0 774.25704 0.22338785 
10616.0 774.91195 0.22345695 
10617.0 775.53076 0.22352646 
10618.0 776.10304 0.22359639 
10619.0 776.61816 0.22366676 
10620.0 777.0656 0.22373758 
10621.0 777.43525 0.22380888 
10622.0 777.71765 0.22388065 
10623.0 777.90441 0.2239529 
10624.0 777.98871 0.22402565 
10625.0 777.96563 0.22409889 
10626.0 777.83242 0.22417263 
10627.0 777.58873 0.22424687 
10628.0 777.23671 0.22432161 
10629.0 776.78092 0.22439684 
10630.0 776.22812 0.22447256 
10631.0 775.587 0.22454876 
10632.0 774.86753 0.22462543 
10633.0 774.08065 0.22470258 
10634.0 773.238 0.22478017 
10635.0 772.35147 0.22485822 
10636.0 771.43265 0.22493669 
10637.0 770.49264 0.22501559 
10638.0 769.5421 0.2250949 
10639.0 768.59097 0.22517461 
10640.0 767.64837 0.2252547 
10641.0 766.72268 0.22533516 
10642.0 765.8214 0.22541598 
10643.0 764.95128 0.22549714 
10644.0 764.1184 0.22557863 
10645.0 763.32822 0.22566044 
10646.0 762.58564 0.22574255 
10647.0 761.89507 0.22582495 
10648.0 761.26044 0.22590762 
10649.0 760.68516 0.22599056 
10650.0 760.17209 0.22607376 
10651.0 759.72348 0.2261572 
10652.0 759.34087 0.22624087 
10653.0 759.02505 0.22632477 
10654.0 758.77585 0.22640888 
10655.0 758.5922 0.2264932 
10656.0 758.47217 0.22657773 
10657.0 758.413 0.22666246 
10658.0 758.41105 0.22674738 
10659.0 758.46185 0.22683251 
10660.0 758.56038 0.22691784 
10661.0 758.70136 0.22700337 
10662.0 758.87958 0.2270891 
10663.0 759.09042 0.22717505 
10664.0 759.33017 0.22726122 
10665.0 759.59643 0.22734761 
10666.0 759.88828 0.22743425 
10667.0 760.20628 0.22752113 
10668.0 760.55245 0.22760827 
10669.0 760.93017 0.22769569 
10670.0 761.3438 0.22778339 
10671.0 761.7982 0.2278714 
10672.0 762.29833 0.22795972 
10673.0 762.84888 0.22804838 
10674.0 763.45387 0.22813738 
10675.0 764.11628 0.22822675 
10676.0 764.83767 0.2283165 
10677.0 765.61807 0.22840665 
10678.0 766.45589 0.22849721 
10679.0 767.34791 0.22858821 
10680.0 768.28931 0.22867966 
10681.0 769.27392 0.22877157 
10682.0 770.29434 0.22886397 
10683.0 771.34195 0.22895687 
10684.0 772.40707 0.22905028 
10685.0 773.4792 0.22914423 
10686.0 774.54711 0.22923872 
10687.0 775.59901 0.22933377 
10688.0 776.62273 0.22942939 
10689.0 777.60581 0.22952559 
10690.0 778.53574 0.22962239 
10691.0 779.40004 0.22971978 
10692.0 780.1866 0.22981779 
10693.0 780.88387 0.2299164 
10694.0 781.48103 0.23001564 
10695.0 781.96795 0.2301155 
10696.0 782.33529 0.23021598 
10697.0 782.5746 0.23031708 
10698.0 782.6786 0.2304188 
10699.0 782.64133 0.23052114 
10700.0 782.45827 0.23062409 
10701.0 782.1264 0.23072764 
10702.0 781.64418 0.23083179 
10703.0 781.0117 0.23093653 
10704.0 780.23059 0.23104185 
10705.0 779.30425 0.23114774 
10706.0 778.2379 0.23125419 
10707.0 777.03847 0.23136118 
10708.0 775.71449 0.23146871 
10709.0 774.27615 0.23157677 
10710.0 772.73511 0.23168533 
10711.0 771.10431 0.23179439 
10712.0 769.39782 0.23190395 
10713.0 767.63059 0.23201398 
10714.0 765.81816 0.23212449 
10715.0 763.97649 0.23223546 
10716.0 762.12167 0.23234689 
10717.0 760.26977 0.23245878 
10718.0 758.43649 0.23257111 
10719.0 756.63687 0.2326839 
10720.0 754.8851 0.23279715 
10721.0 753.19437 0.23291085 
10722.0 751.5767 0.23302503 
10723.0 750.0428 0.23313967 
10724.0 748.60183 0.23325481 
10725.0 747.2615 0.23337045 
10726.0 746.02791 0.23348661 
10727.0 744.90557 0.23360332 
10728.0 743.89735 0.2337206 
10729.0 743.00444 0.23383847 
10730.0 742.22665 0.23395698 
10731.0 741.56256 0.23407614 
10732.0 741.00961 0.234196 
10733.0 740.5642 0.23431661 
10734.0 740.22173 0.23443799 
10735.0 739.97683 0.23456019 
10736.0 739.82346 0.23468327 
10737.0 739.75501 0.23480726 
10738.0 739.76453 0.23493222 
10739.0 739.8449 0.23505819 
10740.0 739.98905 0.23518523 
10741.0 740.19014 0.23531337 
10742.0 740.44138 0.23544266 
10743.0 740.7362 0.23557315 
10744.0 741.06849 0.23570488 
10745.0 741.43293 0.23583789 
10746.0 741.82493 0.23597221 
10747.0 742.24054 0.23610787 
10748.0 742.67654 0.2362449 
10749.0 743.13032 0.23638331 
10750.0 743.59979 0.23652311 
10751.0 744.08311 0.23666433 
10752.0 744.57847 0.23680695 
10753.0 745.08396 0.23695098 
10754.0 745.59726 0.23709639 
10755.0 746.11543 0.23724318 
10756.0 746.6347 0.23739132 
10757.0 747.15051 0.23754077 
10758.0 747.65755 0.23769149 
10759.0 748.14986 0.23784345 
10760.0 748.62076 0.23799659 
10761.0 749.06294 0.23815085 
10762.0 749.46871 0.23830617 
10763.0 749.83009 0.23846249 
10764.0 750.13906 0.23861972 
10765.0 750.38776 0.23877781 
10766.0 750.56862 0.23893666 
10767.0 750.67445 0.23909619 
10768.0 750.69864 0.23925632 
10769.0 750.63537 0.23941697 
10770.0 750.4795 0.23957804 
10771.0 750.22662 0.23973946 
10772.0 749.87306 0.23990112 
10773.0 749.41588 0.24006294 
10774.0 748.85308 0.24022485 
10775.0 748.18352 0.24038674 
10776.0 747.40678 0.24054854 
10777.0 746.52338 0.24071016 
10778.0 745.5345 0.24087153 
10779.0 744.4421 0.24103256 
10780.0 743.24888 0.24119319 
10781.0 741.95834 0.24135334 
10782.0 740.57479 0.24151293 
10783.0 739.10331 0.24167191 
10784.0 737.5497 0.24183021 
10785.0 735.92038 0.24198777 
10786.0 734.22224 0.24214453 
10787.0 732.4627 0.24230044 
10788.0 730.64955 0.24245544 
10789.0 728.79088 0.2426095 
10790.0 726.895 0.24276256 
10791.0 724.97043 0.24291458 
10792.0 723.02594 0.24306553 
10793.0 721.07041 0.24321538 
10794.0 719.11283 0.24336408 
10795.0 717.16215 0.24351161 
10796.0 715.22725 0.24365794 
10797.0 713.31698 0.24380305 
10798.0 711.44011 0.24394692 
10799.0 709.60518 0.24408952 
10800.0 707.82053 0.24423083 
10801.0 706.09423 0.24437084 
10802.0 704.43385 0.24450954 
10803.0 702.84624 0.2446469 
10804.0 701.3376 0.24478292 
10805.0 699.91335 0.24491758 
10806.0 698.57819 0.24505088 
10807.0 697.33604 0.24518281 
10808.0 696.18997 0.24531335 
10809.0 695.14223 0.2454425 
10810.0 694.19422 0.24557026 
10811.0 693.34651 0.24569662 
10812.0 692.59884 0.24582158 
10813.0 691.9501 0.24594514 
10814.0 691.39828 0.2460673 
10815.0 690.94056 0.24618806 
10816.0 690.57328 0.24630741 
10817.0 690.29199 0.24642537 
10818.0 690.09148 0.24654195 
10819.0 689.96585 0.24665714 
10820.0 689.90858 0.24677096 
10821.0 689.91267 0.24688342 
10822.0 689.97064 0.24699453 
